timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-04-06T17:10:40,codecarbon,4f5a8a97-b001-4caf-8d1e-1eeb588923ef,0.0038185119628906,2.189720087259816e-10,5.734485340206168e-05,2.861905206443737,0.0,5.816415309906007,1.915834865751087e-09,0,2.0654743838122157e-09,3.981309249563303e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-06T17:53:01,codecarbon,b5c0e9ab-c0e5-4547-9040-82ab8ac51519,0.0012321472167968,1.4988086043428718e-10,0.0001216420070516,9.784544845235535,0.0,5.816415309906007,2.085279445646071e-09,0,6.39827107704604e-10,2.725106553350676e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-07T09:05:31,codecarbon,63582d90-88e7-4116-8c94-eacdcf03a853,0.0010011196136474,3.021754420193288e-10,0.0003018375006343,26.38494559274548,0.0,5.816415309906007,4.899726141959978e-09,0,5.943728038459995e-10,5.494098945805978e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-07T09:12:35,codecarbon,60f1a4ca-cd2b-4bec-8e56-04d749763ce1,0.0058670043945312,2.501343116382636e-10,4.263407606638554e-05,2.028016743358023,0.0,5.816415309906007,2.1022239040692503e-09,0,2.445672671171904e-09,4.547896575241156e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-07T10:22:36,codecarbon,53988257-e1e5-4aff-a03d-e8c6abdf7a23,0.003596544265747,1.9691856067929886e-10,5.47521582188549e-05,2.80264183912344,0.0,5.816415309906007,1.8141681178140967e-09,0,1.766169349082247e-09,3.580337466896344e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-07T12:26:19,codecarbon,ca98bb2e-dd5b-4406-8a85-43f27344adbe,0.0028696060180664,1.4354555871434472e-10,5.0022741035045775e-05,2.1656488701452727,0.0,5.816415309906007,1.1022231027196794e-09,0,1.507696146632042e-09,2.609919249351722e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-07T14:02:12,codecarbon,8133a979-ba9d-440f-ab4c-12e45adb4bfc,0.0023717880249023,1.0985009729536088e-10,4.631530985990364e-05,1.7998202167580395,0.0,5.816415309906007,6.9527833490568e-10,0,1.3019961613736086e-09,1.997274496279289e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-07T14:02:36,codecarbon,cd05102b-0c00-4ac3-9336-4c7526b274a6,0.0040385723114013,2.002958811889e-10,4.95957149568527e-05,2.248965573687267,0.0,5.816415309906007,1.627501303863576e-09,0,2.014241990480059e-09,3.6417432943436357e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-38-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.510440826416016,machine,N
2023-04-27T17:05:16,codecarbon,725ae62d-75d0-43ee-94f4-b6a328482420,0.0032668113708496,1.8276855787682235e-10,5.594708023478233e-05,3.0007846605072293,0.0,5.816411018371583,1.6447235379191127e-09,0,1.6783411507503843e-09,3.3230646886694973e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-40-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.51042938232422,machine,N
2023-04-27T17:11:58,codecarbon,e06acb55-39a8-41ab-bbac-e243c0c1ed0d,0.0024774074554443,2.1844052379732528e-10,8.817303076943668e-05,6.817172213442992,0.0,5.816411018371583,2.661946572890539e-09,0,1.3096993143335564e-09,3.971645887224096e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-40-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.51042938232422,machine,N
2023-05-02T00:34:44,codecarbon,21ab9f53-e7c7-4c6b-9726-f01230bda2e7,0.0085086822509765,3.4351580124996325e-10,4.0372385654727824e-05,1.6563453985922645,0.0,5.816411018371583,2.221112889097543e-09,0,4.0246289518108825e-09,6.245741840908425e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T01:43:19,codecarbon,095f73f3-86df-46a7-9e22-219efc77485e,0.0015060901641845,2.7994504302495667e-10,0.0001858753543992,16.977010906741366,0.0,5.816411018371583,4.272503418764617e-09,0,8.17406454416413e-10,5.089909873181031e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T01:44:23,codecarbon,4a0e90bd-ec90-456f-be39-f8f77bd82cd2,0.0054659843444824,2.4147428959376274e-10,4.417764017884836e-05,1.249605770062341,0.0,5.816411018371583,1.1188897829084166e-09,0,3.2715518460690877e-09,4.390441628977504e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T01:44:53,codecarbon,87a17123-d734-4bc3-b8ec-74e85a25d72b,0.0070815086364746,3.5319516789779075e-10,4.987569542436117e-05,1.911355058859788,0.0,5.816411018371583,2.407501926982025e-09,0,4.014228398432352e-09,6.421730325414377e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:09:35,codecarbon,190f5e5d-3bb4-4bdf-b39b-81471198ab1d,0.001875877380371,2.4204598872010487e-10,0.0001290308157946,10.907322381512296,0.0,5.816411018371583,3.424724963688175e-09,0,9.761111948591863e-10,4.400836158547361e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:10:23,codecarbon,a6c321d0-6165-4f08-ae21-85c3ad686bce,0.0047440528869628,2.0365106601223366e-10,4.292765507987617e-05,1.3557357114092432,0.0,5.816411018371583,1.1022231044544027e-09,0,2.600523550313483e-09,3.702746654767886e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:10:48,codecarbon,9dda3adc-153e-4227-aceb-b7af4e278046,0.0017786026000976,2.4842104820574923e-10,0.0001396720370205,12.429696502368577,0.0,5.816411018371583,3.560280625869438e-09,0,9.56465705144182e-10,4.516746331013622e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:11:10,codecarbon,4e2c4b02-dd3f-47c8-990e-78622dd25cff,0.0024797916412353,1.2678356407272163e-10,5.112670031001564e-05,1.7227579757253315,0.0,5.816411018371583,7.11945015094417e-10,0,1.593210695318703e-09,2.30515571041312e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:11:55,codecarbon,b548b033-1512-4cfb-8f9c-466bc0800165,0.0056827068328857,4.729674742571605e-10,8.322925819788987e-05,4.305753392051946,0.0,5.816411018371583,4.6791704105125795e-09,0,3.920238212344884e-09,8.599408622857463e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:18:12,codecarbon,df086b51-949f-451a-a2dc-ed9e662a1d05,0.0024037361145019,1.3082348354142016e-10,5.442506053478603e-05,1.8367228309331272,0.0,5.816411018371583,7.630561668636732e-10,0,1.615552624798511e-09,2.378608791662184e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:18:36,codecarbon,676c5138-1974-4518-833c-306dc803c7fa,0.0029699802398681,2.1336323269269263e-10,7.183995025575111e-05,5.470525980041331,0.0,5.816411018371583,2.5600020471527873e-09,0,1.319329456350715e-09,3.879331503503503e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T02:20:11,codecarbon,36778e6d-0a44-4fee-8c9d-7ec545eea179,0.004465103149414,1.8134008650479423e-10,4.061274296173669e-05,0.7874695024050106,0.0,5.816411018371583,5.933338091679282e-10,0,2.703758672737422e-09,3.2970924819053507e-09,France,FRA,,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,2.3387,48.8582,15.51042938232422,machine,N
2023-05-02T14:34:20,codecarbon,331ba403-b16a-45fa-aa41-30013410a136,0.0073699951171875,5.818304732565427e-10,7.894584243341781e-05,3.914923736527349,0.0,5.816411018371583,5.8152824300244065e-09,0,4.7634534473672835e-09,1.0578735877391692e-08,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.3558,43.3191,15.51042938232422,machine,N
2023-05-02T16:38:25,codecarbon,a72dd3ee-55ae-4d22-b156-319b385ed111,0.003321886062622,1.4825678791206762e-10,4.463030492835261e-05,1.6886928921513733,0.0,5.816411018371583,9.663896614366119e-10,0,1.729188300600981e-09,2.695577962037593e-09,France,FRA,nouvelle-aquitaine,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,-0.5806,44.8412,15.51042938232422,machine,N
2023-05-03T17:23:16,codecarbon,3a255220-6fb4-4501-b40d-e3cb1b5f5bdc,0.002611875534057617,1.995213313724468e-10,7.639006100052754e-05,4.429730168716154,0.0,5.816408157348633,2.0175016171575244e-09,0,1.6101589532505994e-09,3.6276605704081236e-09,France,FRA,grand est,,,Linux-5.19.0-41-generic-x86_64-with-glibc2.35,3.10.6,4,Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz,,,6.1368,48.301,15.510421752929688,machine,N
